,name,main_speaker,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring,Total
600,Richard Dawkins: Growing up in the universe,Richard Dawkins,156,136,64,192,51,133,112,3,62,19,47,21,20,70,1086
601,Taylor Mali: What teachers make,Taylor Mali,825,351,202,75,253,219,25,49,39,91,120,11,140,18,2418
602,Bill Davenhall: Your health depends on where you live,Bill Davenhall,74,412,176,77,80,109,15,71,25,17,8,11,7,5,1087
603,Joshua Prince-Ramus: Building a theater that remakes itself,Joshua Prince-Ramus,22,31,176,105,32,113,45,52,43,12,10,15,17,1,674
604,Eve Ensler: Embrace your inner girl,Eve Ensler,549,870,160,71,111,152,434,192,24,32,111,31,44,66,2847
605,Jane Chen: A warm embrace that saves lives,Jane Chen,125,370,299,41,115,129,34,54,44,3,5,6,2,1,1228
606,"Derek Sivers: Weird, or just different?",Derek Sivers,924,558,274,758,513,158,333,87,10,17,86,9,34,13,3774
607,JK Rowling: The fringe benefits of failure,JK Rowling,18,3436,969,1288,498,745,98,422,322,371,245,14,18,40,8484
608,Sendhil Mullainathan: Solving social problems with a nudge,Sendhil Mullainathan,14,125,224,23,25,14,200,129,28,93,26,51,79,17,1048
609,Jamie Heywood: The big idea my brother inspired,Jamie Heywood,228,108,199,69,87,97,29,58,8,2,6,8,13,4,916
610,George Whitesides: A lab the size of a postage stamp,George Whitesides,313,107,144,33,120,50,16,11,74,20,10,24,9,11,942
611,David Agus: A new strategy in the war on cancer,David Agus,121,118,177,52,10,42,59,44,25,31,104,34,8,1,826
612,"Tom Shannon, John Hockenberry: The painter and the pendulum","Tom Shannon, John Hockenberry",143,26,119,83,68,21,23,28,16,20,12,4,0,0,563
613,Peter Eigen: How to expose the corrupt,Peter Eigen,349,494,77,96,293,387,56,65,21,21,23,9,9,5,1905
614,Jamie Oliver: Teach every child about food,Jamie Oliver,1413,3316,1547,4779,359,2606,99,844,297,470,249,113,109,69,16270
615,Blaise Agüera y Arcas: Augmented-reality maps,Blaise Agüera y Arcas,849,459,303,90,591,244,123,28,103,16,52,31,12,8,2909
616,David Cameron: The next age of government,David Cameron,233,286,272,69,109,56,241,88,39,60,15,28,21,25,1542
617,Aimee Mullins: The opportunity of adversity,Aimee Mullins,94,56,158,1125,513,145,249,165,562,15,47,85,29,10,3253
618,Bill Gates: Innovating to zero!,Bill Gates,181,962,263,795,141,728,221,367,224,39,80,38,61,78,4178
619,Kevin Kelly: Technology's epic story,Kevin Kelly,189,129,65,141,33,55,175,78,101,6,15,30,27,46,1090
620,Philip K. Howard: Four ways to fix a broken legal system,Philip K. Howard,120,758,263,269,101,107,443,37,54,14,17,17,17,19,2236
621,Eric Topol: The wireless future of medicine,Eric Topol,228,250,87,139,113,12,33,80,5,16,14,12,7,2,998
622,Temple Grandin: The world needs all kinds of minds,Temple Grandin,843,2290,1432,341,1357,31,542,312,302,141,45,99,39,27,7801
623,Pawan Sinha: How brains learn to see,Pawan Sinha,111,217,19,216,24,332,48,7,63,75,75,7,2,2,1198
624,Raghava KK: My 5 lives as an artist,Raghava KK,86,402,612,282,210,229,39,13,53,43,15,13,9,24,2030
625,Bobby McFerrin: Watch me play ... the audience!,Bobby McFerrin,163,1573,1194,1342,911,299,777,796,14,35,73,14,8,12,7211
626,Daniel Kahneman: The riddle of experience vs. memory,Daniel Kahneman,234,1417,360,1169,615,543,29,161,85,64,62,85,42,7,4873
627,"Harsha Bhogle: The rise of cricket, the rise of India",Harsha Bhogle,178,12,149,28,173,21,46,87,14,30,44,15,24,9,830
628,Gary Flake: Is Pivot a turning point for web exploration?,Gary Flake,141,271,229,69,120,37,50,232,67,9,11,4,2,0,1242
629,Richard Feynman: Physics is fun to imagine,Richard Feynman,324,362,306,163,134,46,130,50,42,14,5,6,12,6,1600
630,James Cameron: Before Avatar ... a curious boy,James Cameron,456,1033,89,158,228,86,164,138,48,70,32,24,8,56,2590
631,"The LXD: In the Internet age, dance evolves ...",The LXD,1093,543,805,162,454,27,103,36,78,26,27,32,27,13,3426
632,Srikumar Rao: Plug into your hard-wired happiness,Srikumar Rao,70,102,1374,262,92,120,481,72,237,402,132,116,11,14,3485
633,Tim Berners-Lee: The year open data went worldwide,Tim Berners-Lee,278,219,171,144,19,87,89,31,14,29,11,9,7,4,1112
634,Gary Lauder's new traffic sign: Take Turns,Gary Lauder's new traffic sign,216,215,165,205,59,63,16,52,19,71,8,5,8,4,1106
635,Dan Barber: How I fell in love with a fish,Dan Barber,324,1227,681,562,746,118,275,694,191,47,52,34,7,16,4974
636,Eric Mead: The magic of the placebo,Eric Mead,141,97,74,123,49,208,70,102,60,125,35,18,26,6,1134
637,Gary Vaynerchuk: Do what you love (no excuses!),Gary Vaynerchuk,758,316,464,172,155,88,430,114,35,55,85,44,152,91,2959
638,Mark Roth: Suspended animation is within our grasp,Mark Roth,52,300,399,517,126,165,69,18,27,17,9,16,10,6,1731
639,Eric Dishman: Take health care off the mainframe,Eric Dishman,16,19,24,116,202,62,145,28,68,28,14,4,3,0,729
640,"Douglas Adams: Parrots, the universe and everything",Douglas Adams,293,663,290,98,262,62,96,77,11,16,20,4,0,0,1892
641,Jane McGonigal: Gaming can make a better world,Jane McGonigal,1541,2421,1139,453,118,547,1137,774,481,221,511,185,93,112,9733
642,Ken Kamler: Medical miracle on Everest,Ken Kamler,180,137,45,57,136,29,35,32,8,9,5,6,139,0,818
643,Shekhar Kapur: We are the stories we tell ourselves,Shekhar Kapur,66,12,197,92,32,139,117,65,70,55,42,22,20,5,934
644,Sam Harris: Science can answer moral questions,Sam Harris,923,2090,1029,1246,612,128,259,1316,348,149,557,100,157,215,9129
645,Juliana Machado Ferreira: The fight to end rare-animal trafficking in Brazil,Juliana Machado Ferreira,53,102,31,132,66,14,40,6,6,4,12,3,2,0,471
646,Alan Siegel: Let's simplify legal jargon!,Alan Siegel,476,104,227,224,312,79,19,15,2,84,9,10,5,3,1569
647,Joel Levine: Why we need to go back to Mars,Joel Levine,133,318,265,222,145,107,21,44,23,14,3,14,27,17,1353
648,"Robert Gupta: Music is medicine, music is sanity",Robert Gupta,235,610,74,507,85,69,36,32,80,30,55,11,8,6,1838
649,Patsy Rodenburg: Why I do theater,Patsy Rodenburg,70,264,47,72,54,87,6,35,31,71,32,12,11,16,808
650,Kevin Bales: How to combat modern slavery,Kevin Bales,513,282,369,368,323,15,89,26,14,28,30,5,24,3,2089
651,Shukla Bose: Teaching one child at a time,Shukla Bose,543,67,122,10,12,26,149,75,53,41,26,11,7,0,1142
652,"Kirk Citron: And now, the real news",Kirk Citron,230,62,207,261,56,7,43,23,84,117,13,17,13,2,1135
653,Derek Sivers: How to start a movement,Derek Sivers,929,2417,1050,827,312,238,210,729,226,45,19,11,32,1660,8705
654,Adora Svitak: What adults can learn from kids,Adora Svitak,146,302,119,2141,826,778,825,782,478,406,649,276,143,77,7948
655,Jesse Schell: When games invade real life,Jesse Schell,151,154,327,372,187,105,346,103,74,97,179,47,33,18,2193
656,"Elizabeth Pisani: Sex, drugs and HIV -- let's get rational",Elizabeth Pisani,667,712,100,268,245,175,205,46,94,53,12,16,27,23,2643
657,Dean Kamen: The emotion behind invention,Dean Kamen,178,139,508,103,103,40,98,2,56,132,21,8,6,0,1394
658,Dennis Hong: My seven species of robot -- and how we created them,Dennis Hong,69,236,522,508,378,107,552,49,128,30,46,53,40,13,2731
659,Jonathan Drori: Every pollen grain has a story,Jonathan Drori,252,224,259,36,10,5,41,38,43,7,40,2,0,0,957
660,Natalie Merchant: Singing old poems to life,Natalie Merchant,875,33,388,191,163,16,39,143,42,9,6,10,25,16,1956
661,Michael Specter: The danger of science denial,Michael Specter,702,962,264,1406,709,76,356,564,107,80,110,158,41,94,5629
662,Jonathan Klein: Photos that changed the world,Jonathan Klein,71,184,158,527,215,71,90,168,182,20,48,15,9,1,1759
663,Catherine Mohr: The tradeoffs of building green,Catherine Mohr,87,109,134,297,94,148,12,45,18,9,12,16,2,11,994
664,Thelma Golden: How art gives shape to cultural change,Thelma Golden,77,53,64,63,102,125,26,16,36,49,21,9,29,1,671
665,Eric Whitacre: A choir as big as the Internet,Eric Whitacre,275,519,293,199,40,198,19,18,16,12,37,8,2,9,1645
666,Edith Widder: Glowing life in an underwater world,Edith Widder,187,223,353,196,15,69,10,130,16,35,16,1,3,0,1254
667,"James Randi: Homeopathy, quackery and fraud",James Randi,757,1071,999,357,389,328,121,224,195,44,188,225,194,27,5119
668,Frederick Balagadde: Bio-lab on a microchip,Frederick Balagadde,182,83,66,28,109,31,46,6,18,8,5,1,3,0,586
669,"Tom Wujec: Build a tower, build a team",Tom Wujec,336,299,617,447,587,360,116,17,19,61,62,30,16,4,2971
670,Omar Ahmad: Political change with pen and paper,Omar Ahmad,217,373,271,137,52,26,74,5,4,28,13,53,8,2,1263
671,"Kavita Ramdas: Radical women, embracing tradition",Kavita Ramdas,196,362,115,43,16,114,87,75,38,18,15,37,22,9,1147
672,Stephen Wolfram: Computing a theory of all knowledge,Stephen Wolfram,476,596,781,129,403,96,68,74,94,334,101,91,73,14,3330
673,Roz Savage: Why I'm rowing across the Pacific,Roz Savage,344,57,289,17,51,8,88,44,30,17,5,52,7,0,1009
674,George Whitesides: Toward a science of simplicity,George Whitesides,115,135,20,241,128,154,16,188,114,71,53,17,12,20,1284
675,"Sebastian Wernicke: Lies, damned lies and statistics (about TEDTalks)",Sebastian Wernicke,5552,1746,937,755,210,212,245,79,31,272,25,255,89,119,10527
676,Esther Duflo: Social experiments to fight poverty,Esther Duflo,181,60,444,369,119,363,11,9,42,45,25,21,3,0,1692
677,Simon Sinek: How great leaders inspire action,Simon Sinek,930,1341,390,8845,21564,6600,3413,7440,2659,294,1640,1161,112,390,56779
678,Jeremy Jackson: How we wrecked the ocean,Jeremy Jackson,526,142,364,468,150,14,38,119,47,5,15,9,4,11,1912
679,Anil Gupta: India's hidden hotbeds of invention,Anil Gupta,119,116,348,71,44,48,121,43,25,36,11,3,8,3,996
680,"Thomas Dolby: ""Love Is a Loaded Pistol""",Thomas Dolby,177,13,48,9,80,26,21,17,8,22,5,7,9,3,445
681,Nicholas Christakis: The hidden influence of social networks,Nicholas Christakis,555,123,23,762,758,413,224,102,207,61,86,36,52,41,3443
682,Nathan Myhrvold: Could this laser zap malaria?,Nathan Myhrvold,682,428,14,32,60,362,138,120,121,10,5,20,24,15,2031
683,Enric Sala: Glimpses of a pristine ocean,Enric Sala,195,168,46,138,33,20,17,16,86,8,13,5,6,6,757
684,Dan Meyer: Math class needs a makeover,Dan Meyer,1224,633,856,263,1327,104,76,151,432,19,78,50,17,16,5246
685,"Julia Sweeney: It's time for ""The Talk""",Julia Sweeney,4025,251,161,218,247,45,71,147,115,245,135,36,14,23,5733
686,Viktor Frankl: Why believe in others,Viktor Frankl,1673,346,455,124,264,303,253,178,59,182,13,8,13,12,3883
687,William Li: Can we eat to starve cancer?,William Li,1771,1712,2364,1576,653,968,260,69,27,170,20,119,29,35,9773
688,Graham Hill: Why I'm a weekday vegetarian,Graham Hill,438,975,242,780,204,30,455,138,88,18,109,47,115,29,3668
689,Dee Boersma: Pay attention to penguins,Dee Boersma,73,125,12,16,17,81,37,51,11,28,20,5,3,63,542
690,Richard Sears: Planning for the end of oil,Richard Sears,324,23,155,350,60,176,183,10,36,143,87,46,25,39,1657
691,"Craig Venter: Watch me unveil ""synthetic life""",Craig Venter,538,251,355,240,180,98,28,28,46,41,11,30,54,4,1904
692,Ken Robinson: Bring on the learning revolution!,Ken Robinson,3000,7631,2876,865,885,2199,1237,1248,1116,208,83,71,38,34,21491
693,Johanna Blakley: Lessons from fashion's free culture,Johanna Blakley,518,269,381,128,25,53,194,95,55,48,42,16,37,2,1863
694,Sharmeen Obaid-Chinoy: Inside a school for suicide bombers,Sharmeen Obaid-Chinoy,346,67,453,115,186,523,11,18,34,37,77,17,7,5,1896
695,Seth Berkley: HIV and flu -- the vaccine strategy,Seth Berkley,264,69,140,96,48,41,34,50,56,14,7,21,7,0,847
696,Sophie Hunger: Songs of secrets and city lights,Sophie Hunger,57,206,37,15,13,70,50,4,9,19,4,9,4,1,498
697,Lawrence Lessig: Re-examining the remix,Lawrence Lessig,133,50,172,36,61,48,41,40,30,9,31,66,47,5,769
698,John Underkoffler: Pointing to the future of UI,John Underkoffler,479,203,294,514,428,139,72,112,14,42,44,24,59,7,2431
699,Brian Skerry: The ocean's glory -- and horror,Brian Skerry,667,760,939,431,744,313,175,29,9,27,23,57,16,7,4197
700,"Christopher ""moot"" Poole"": The case for anonymity online","Christopher ""moot"" Poole""",369,283,88,81,150,455,161,34,240,135,89,39,14,37,2175
701,Brian Cox: Why we need the explorers,Brian Cox,833,509,436,240,69,30,294,34,42,121,16,34,14,15,2687
702,Adam Sadowsky: How to engineer a viral music video,Adam Sadowsky,300,16,188,208,72,95,28,337,24,114,31,21,7,9,1450
703,Michael Sandel: The lost art of democratic debate,Michael Sandel,519,263,287,439,145,89,69,29,60,44,91,28,30,11,2104
704,John Kasaona: How poachers became caretakers,John Kasaona,57,337,115,4,19,94,33,75,84,34,58,3,0,0,913
705,Rory Sutherland: Sweat the small stuff,Rory Sutherland,420,540,489,280,74,350,26,25,23,29,16,9,30,365,2676
706,Stewart Brand + Mark Z. Jacobson: Debate: Does the world need nuclear energy?,Stewart Brand + Mark Z. Jacobson,585,258,44,129,87,40,27,53,70,33,17,22,17,11,1393
707,David Byrne: How architecture helped music evolve,David Byrne,168,80,373,153,20,146,362,44,18,107,23,29,12,33,1568
708,Michael Shermer: The pattern behind self-deception,Michael Shermer,475,140,818,116,522,127,27,429,139,84,98,38,60,31,3104
709,Margaret Gould Stewart: How YouTube thinks about copyright,Margaret Gould Stewart,49,115,92,165,136,485,73,34,111,54,16,20,15,28,1393
710,Peter Tyack: The intriguing sound of marine mammals,Peter Tyack,262,175,103,102,54,33,28,18,9,14,7,4,3,4,816
711,Cameron Herold: Let's raise kids to be entrepreneurs,Cameron Herold,107,176,281,1184,529,308,129,171,97,55,207,77,73,27,3421
712,Ananda Shankar Jayant: Fighting cancer with dance,Ananda Shankar Jayant,70,296,397,273,32,19,84,13,26,12,3,5,23,18,1271
713,Chip Conley: Measuring what makes life worthwhile,Chip Conley,2201,742,477,446,206,326,24,109,55,103,184,78,43,203,5197
714,Marian Bantjes: Intricate beauty by design,Marian Bantjes,471,68,198,477,60,51,65,87,48,38,35,83,32,11,1724
715,Charles Leadbeater: Education innovation in the slums,Charles Leadbeater,71,55,132,222,42,299,23,16,197,56,10,6,18,16,1163
716,Aditi Shankardass: A second opinion on developmental disorders,Aditi Shankardass,456,551,445,366,309,69,224,65,48,10,46,10,12,2,2613
717,Hillel Cooperman: Legos for grownups,Hillel Cooperman,618,118,76,75,204,21,22,110,43,78,41,32,57,13,1508
718,Clay Shirky: How cognitive surplus will change the world,Clay Shirky,358,411,114,444,15,245,105,28,30,14,24,14,24,20,1846
719,Ellen Dunham-Jones: Retrofitting suburbia,Ellen Dunham-Jones,339,184,73,214,22,13,49,68,71,111,27,18,8,0,1197
720,Stephen Palumbi: Hidden toxins in the fish we eat,Stephen Palumbi,230,141,36,11,29,71,23,28,3,5,10,8,10,5,610
721,Carter Emmart: A 3D atlas of the universe,Carter Emmart,469,668,346,691,44,402,154,174,24,20,24,24,7,10,3057
722,"Mitchell Joachim: Don't build your home, grow it!",Mitchell Joachim,193,269,114,366,216,69,160,87,189,40,46,41,32,6,1828
723,Benoit Mandelbrot: Fractals and the art of roughness,Benoit Mandelbrot,69,241,107,482,319,225,66,220,2,88,45,16,84,7,1971
724,Ellen  Gustafson: Obesity + hunger = 1 global food issue,Ellen  Gustafson,236,322,225,61,62,39,45,89,121,16,70,48,14,73,1421
725,Nalini Nadkarni: Life science in prison,Nalini Nadkarni,189,130,114,306,87,78,92,116,12,24,45,20,125,2,1340
726,"Hans Rosling: Global population growth, box by box",Hans Rosling,766,1167,866,74,679,187,134,339,156,88,30,22,111,18,4637
727,Carl Safina: The oil spill's unseen villains -- and victims,Carl Safina,394,335,252,177,78,336,69,35,58,12,68,44,3,10,1871
728,Matt Ridley: When ideas have sex,Matt Ridley,259,981,762,1124,39,539,1331,274,133,121,21,68,20,44,5716
729,Ethan Zuckerman: Listening to global voices,Ethan Zuckerman,371,204,367,301,50,60,16,21,6,71,20,44,14,20,1565
730,Elif Shafak: The politics of fiction,Elif Shafak,2251,80,73,437,496,980,204,1293,336,192,77,194,32,28,6673
731,Julian Assange: Why the world needs WikiLeaks,Julian Assange,575,179,1915,71,845,415,387,140,1089,57,75,81,29,26,5884
732,Naif Al-Mutawa: Superheroes inspired by Islam,Naif Al-Mutawa,274,180,605,151,191,62,205,39,29,136,56,34,138,178,2278
733,Dimitar Sasselov: How we found hundreds of potential Earth-like planets,Dimitar Sasselov,50,75,340,318,24,64,53,164,79,74,29,19,5,5,1299
734,Tan Le: A headset that reads your brainwaves,Tan Le,1071,909,386,1334,542,92,49,68,78,40,17,17,25,40,4668
735,Kevin Stone: The bio-future of joint replacement,Kevin Stone,57,7,148,125,28,38,161,50,33,24,6,24,5,1,707
736,Sheena Iyengar: The art of choosing,Sheena Iyengar,1437,1391,701,184,1112,523,232,364,279,130,116,70,74,29,6642
737,Susan Shaw: The oil spill's toxic trade-off,Susan Shaw,107,176,12,21,80,106,16,22,6,12,2,5,3,4,572
738,Jeff Bezos: What matters more than your talents,Jeff Bezos,307,47,138,81,189,231,46,151,89,95,42,28,12,1011,2467
739,John Delaney: Wiring an interactive ocean,John Delaney,60,31,71,80,121,28,58,116,40,18,18,10,8,0,659
740,Laurie Santos: A monkey economy as irrational as ours,Laurie Santos,855,821,268,325,173,93,404,415,90,144,46,44,36,26,3740
741,Lewis Pugh: My mind-shifting Everest swim,Lewis Pugh,42,11,41,413,146,536,170,128,71,20,70,61,11,2,1722
742,Jason Clay: How big brands can help save biodiversity,Jason Clay,251,223,61,201,17,7,52,72,77,10,17,3,4,1,996
743,Sheryl WuDunn: Our century's greatest injustice,Sheryl WuDunn,606,170,76,51,364,344,83,79,57,32,16,29,25,12,1944
744,Diane J. Savino: The case for same-sex marriage,Diane J. Savino,100,95,777,502,88,694,241,98,140,59,22,43,14,46,2919
745,"Peter Molyneux: Meet Milo, the virtual boy",Peter Molyneux,156,198,109,73,166,37,33,73,62,59,6,15,22,15,1024
746,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,Jamil Abu-Wardeh,405,279,157,31,124,48,139,101,61,44,15,27,18,30,1479
747,Maz Jobrani: Did you hear the one about the Iranian-American?,Maz Jobrani,4013,451,229,353,148,200,185,28,262,201,42,36,13,202,6363
748,Seth Priebatsch: The game layer on top of the world,Seth Priebatsch,395,277,365,30,310,301,59,110,93,11,22,25,35,95,2128
749,David McCandless: The beauty of data visualization,David McCandless,190,1225,754,713,13,1216,477,250,169,806,54,37,33,23,5960
750,Lee Hotz: Inside an Antarctic time machine,Lee Hotz,189,76,235,87,4,38,61,56,24,24,4,18,28,0,844
751,Jeremy Rifkin: The empathic civilization,Jeremy Rifkin,267,579,516,132,926,64,637,282,75,342,80,21,23,39,3983
752,Jim Toomey: Learning from Sherman the shark,Jim Toomey,149,102,78,78,198,47,74,99,40,21,22,14,13,9,944
753,Lisa Margonelli: The political chemistry of oil,Lisa Margonelli,69,232,35,143,16,46,10,53,67,16,57,7,32,22,805
754,Dan Cobley: What physics taught me about marketing,Dan Cobley,297,183,354,234,158,141,33,139,223,29,18,26,49,16,1900
755,Nic Marks: The Happy Planet Index,Nic Marks,218,316,241,592,1485,388,81,74,35,70,143,28,27,11,3709
756,Johan Rockstrom: Let the environment guide our development,Johan Rockstrom,106,406,23,36,277,45,246,42,107,33,58,15,17,25,1436
757,His Holiness the Karmapa: The technology of the heart,His Holiness the Karmapa,33,107,41,292,194,61,80,72,53,16,40,55,13,8,1065
758,Derek Sivers: Keep your goals to yourself,Derek Sivers,249,488,1209,752,366,187,364,796,94,48,94,136,38,22,4843
759,Rachel Sussman: The world's oldest living things,Rachel Sussman,722,578,279,185,51,126,36,85,14,32,22,53,6,382,2571
760,Sugata Mitra: The child-driven education,Sugata Mitra,1069,239,1609,385,491,670,627,83,151,19,173,12,8,16,5552
761,Alwar Balasubramaniam: Art of substance and absence,Alwar Balasubramaniam,115,46,86,66,45,37,20,98,37,10,7,15,10,31,623
762,Carne Ross: An independent diplomat,Carne Ross,163,81,210,31,18,5,95,23,103,40,12,17,7,17,822
763,Ben Cameron: Why the live arts matter,Ben Cameron,295,74,66,172,79,37,40,26,27,21,41,8,14,19,919
764,Seth Godin: This is broken,Seth Godin,1620,180,368,221,251,124,173,174,171,30,114,45,59,29,3559
765,Rob Dunbar: Discovering ancient climates in oceans and ice,Rob Dunbar,163,262,14,66,23,12,34,8,23,12,36,9,4,11,677
766,Chris Anderson: How web video powers global innovation,Chris Anderson,431,381,1193,174,309,96,24,146,149,88,41,8,13,14,3067
767,Jessa Gamble: Our natural sleep cycle is nothing like what we do now,Jessa Gamble,607,329,133,907,395,156,117,25,30,21,29,11,24,11,2795
768,Nicholas Christakis: How social networks predict epidemics,Nicholas Christakis,47,124,230,307,99,172,8,39,43,32,10,19,5,7,1142
769,Caroline Phillips: Hurdy-gurdy for beginners,Caroline Phillips,57,190,148,32,12,50,132,20,11,7,20,7,1,9,696
770,Christien Meindertsma: How pig parts make the world turn,Christien Meindertsma,605,367,128,44,77,8,69,59,37,20,86,13,7,14,1534
771,Steven Johnson: Where good ideas come from,Steven Johnson,298,1404,1014,473,230,970,97,381,80,115,35,52,16,19,5184
772,Mitchell Besser: Mothers helping mothers fight HIV,Mitchell Besser,19,83,22,35,25,24,4,16,11,36,1,1,2,0,279
773,Annie Lennox: Why I am an HIV/AIDS activist,Annie Lennox,191,43,25,60,96,56,36,11,17,12,10,3,3,0,563
774,Fabian Hemmert: The shape-shifting future of the mobile phone,Fabian Hemmert,54,343,203,132,183,207,62,148,6,177,32,18,10,47,1622
775,Julian Treasure: Shh! Sound health in 8 steps,Julian Treasure,204,28,262,374,363,37,688,191,127,24,21,14,49,26,2408
776,Tim Birkhead: The early birdwatchers,Tim Birkhead,141,144,165,46,50,19,15,17,31,13,3,6,6,1,657
777,Gary Wolf: The quantified self,Gary Wolf,175,108,281,9,225,29,38,37,43,45,65,15,2,1,1073
778,Sebastian Seung: I am my connectome,Sebastian Seung,272,249,995,120,582,201,494,80,122,105,69,93,50,8,3440
779,Inge Missmahl: Bringing peace to the minds of Afghanistan,Inge Missmahl,146,243,58,74,18,7,4,2,78,20,45,8,24,4,731
780,Mechai Viravaidya: How Mr. Condom made Thailand a better place for life and love,Mechai Viravaidya,544,262,289,426,293,132,147,56,31,25,12,7,10,6,2240
781,Eben Bayer: Are mushrooms the new plastic?,Eben Bayer,413,505,862,411,297,199,9,44,33,29,9,11,9,5,2836
782,Tim Jackson: An economic reality check,Tim Jackson,32,631,191,440,186,385,135,79,81,42,77,49,72,10,2410
783,Barbara Block: Tagging tuna in the deep ocean,Barbara Block,70,129,94,22,13,26,18,37,46,17,4,5,0,0,481
784,Hans Rosling: The good news of the decade? We're winning the war against child mortality,Hans Rosling,554,535,471,167,330,116,135,17,7,75,42,32,4,8,2493
785,Stacey Kramer: The best gift I ever survived,Stacey Kramer,133,1560,2153,985,85,329,235,190,219,194,49,62,84,30,6308
786,Stefano Mancuso: The roots of plant intelligence,Stefano Mancuso,190,300,502,641,16,26,155,41,133,160,132,98,10,9,2413
787,Melinda Gates: What nonprofits can learn from Coca-Cola,Melinda Gates,504,379,164,383,69,45,20,59,75,46,86,48,53,13,1944
788,Peter Haas: Haiti's disaster of engineering,Peter Haas,229,80,123,25,13,58,26,39,6,4,13,6,1,0,623
789,Natalie Jeremijenko: The art of the eco-mindshift,Natalie Jeremijenko,25,27,22,26,185,154,97,27,117,102,34,17,26,6,865
790,Ze Frank: My web playroom,Ze Frank,426,607,496,74,189,245,45,49,23,19,18,39,72,39,2341
791,Joel Burns: A message to gay teens: It gets better,Joel Burns,1254,163,944,491,137,7,8,88,47,9,26,18,11,16,3219
792,"Jessica Jackley: Poverty, money -- and love",Jessica Jackley,1535,374,206,420,537,146,125,14,44,157,63,37,38,7,3703
793,Heribert Watzke: The brain in your gut,Heribert Watzke,107,502,317,113,171,26,101,5,85,56,68,12,14,141,1718
794,Dianna Cohen: Tough truths about plastic pollution,Dianna Cohen,40,98,316,38,248,187,77,47,11,16,15,9,10,51,1163
795,Patrick Chappatte: The power of cartoons,Patrick Chappatte,30,126,418,256,159,88,67,57,34,100,21,148,30,7,1541
796,"David Byrne, Ethel + Thomas Dolby: ""(Nothing But) Flowers"" with string quartet","David Byrne, Ethel + Thomas Dolby",225,23,29,8,100,39,28,43,48,17,24,2,10,6,602
797,R.A. Mashelkar: Breakthrough designs for ultra-low-cost products,R.A. Mashelkar,484,141,160,127,138,27,38,82,24,38,6,56,17,6,1344
798,Joseph Nye: Global power shifts,Joseph Nye,465,184,261,129,136,119,16,56,29,24,60,19,13,2,1513
799,Barton Seaver: Sustainable seafood? Let's get smart,Barton Seaver,92,181,165,154,19,63,25,40,10,26,16,22,23,8,844
800,Shimon Steinberg: Natural pest control ... using bugs!,Shimon Steinberg,87,104,123,29,145,162,26,17,7,29,8,9,14,3,763
801,Miwa Matreyek: Glorious visions in animation and performance,Miwa Matreyek,344,214,679,205,250,72,14,22,48,26,8,14,14,6,1916
802,Tom Chatfield: 7 ways games reward the brain,Tom Chatfield,437,160,122,195,363,283,26,13,136,123,58,49,28,7,2000
803,David Bismark: E-voting without fraud,David Bismark,111,42,616,299,328,128,46,93,19,5,109,32,16,1,1845
804,Greg Stone: Saving the ocean one island at a time,Greg Stone,144,181,26,63,49,28,74,84,20,19,4,4,4,3,703
805,Gero Miesenboeck: Re-engineering the brain,Gero Miesenboeck,260,163,393,258,108,29,39,58,16,26,20,24,8,11,1413
806,Andrew Bird: A one-man orchestra of the imagination,Andrew Bird,212,31,26,187,541,148,261,63,34,18,4,13,5,15,1558
807,Emily Pilloton: Teaching design for change,Emily Pilloton,236,184,705,198,31,137,84,231,38,16,48,6,3,8,1925
808,Stefan Wolff: The path to ending ethnic conflicts,Stefan Wolff,42,75,90,10,36,11,41,53,11,13,3,2,1,0,388
809,Aaron Huey: America's native prisoners of war,Aaron Huey,942,1246,899,689,618,174,12,129,52,71,30,56,48,1,4967
810,Auret van Heerden: Making global labor fair,Auret van Heerden,44,13,44,196,175,119,44,192,39,34,31,5,14,0,950
811,Eric Berlow: Simplifying complexity,Eric Berlow,291,298,95,9,141,22,432,109,50,238,72,302,25,8,2092
812,Conrad Wolfram: Teaching kids real math with computers,Conrad Wolfram,828,522,296,715,69,96,127,55,270,160,49,27,32,147,3393
813,Denis Dutton: A Darwinian theory of beauty,Denis Dutton,125,334,244,594,367,758,614,137,149,178,23,71,20,32,3646
814,Shimon Schocken: What a bike ride can teach you,Shimon Schocken,424,149,126,30,30,39,92,16,9,17,9,10,10,7,968
815,John Hardy: My green school dream,John Hardy,722,399,262,98,218,47,49,156,91,27,100,11,11,11,2202
816,Kristina Gjerde: Making law on the high seas,Kristina Gjerde,48,7,24,50,121,28,40,20,7,38,8,5,16,4,416
817,Kim Gorgens: Protecting the brain against concussion,Kim Gorgens,130,295,90,78,17,204,104,8,20,13,22,10,9,122,1122
818,"Zainab Salbi: Women, wartime and the dream of peace",Zainab Salbi,17,18,19,61,179,461,270,75,175,60,17,4,18,3,1377
819,Jason Fried: Why work doesn't happen at work,Jason Fried,506,584,496,1776,131,643,1520,1254,596,631,117,230,95,56,8635
820,Dan Phillips: Creative houses from reclaimed stuff,Dan Phillips,254,578,359,151,901,204,490,119,332,40,21,11,9,6,3475
